cik,name,entityType,sic,sicDescription,ownerOrg,insiderTransactionForOwnerExists,insiderTransactionForIssuerExists,tickers,exchanges,ein,description,website,investorWebsite,category,fiscalYearEnd,stateOfIncorporation,stateOfIncorporationDescription,phone,flags,mailing_street1,mailing_street2,mailing_city,mailing_stateOrCountry,mailing_zipCode,mailing_stateOrCountryDescription,business_street1,business_street2,business_city,business_stateOrCountry,business_zipCode,business_stateOrCountryDescription,naics
1826681,Palladyne AI Corp.,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,"PDYN,PDYNW","Nasdaq,Nasdaq",0.0,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,1231.0,DE,DE,888-927-7296,,650 SOUTH 500 WEST,,SALT LAKE CITY,UT,84101,UT,650 SOUTH 500 WEST,,SALT LAKE CITY,UT,84101,UT,"{511210, 334614}"
1816581,"Ouster, Inc.",operating,3569.0,"General Industrial Machinery & Equipment, NEC",06 Technology,0,1,"OUST,OUST-WT,OUST-WTA","NYSE,NYSE,NYSE",0.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,DE,DE,(415) 987-6972,,350 TREAT AVENUE,,SAN FRANCISCO,CA,94110,CA,350 TREAT AVENUE,,SAN FRANCISCO,CA,94110,CA,"{333999, 333414, 314999}"
1816581,"Ouster, Inc.",operating,3569.0,"General Industrial Machinery & Equipment, NEC",06 Technology,0,1,"OUST,OUST-WT,OUST-WTA","NYSE,NYSE,NYSE",0.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,DE,DE,(415) 987-6972,,350 TREAT AVENUE,,SAN FRANCISCO,CA,94110,CA,350 TREAT AVENUE,,SAN FRANCISCO,CA,94110,CA,"{333999, 333414, 314999}"
1800392,MicroAlgo Inc.,operating,7371.0,Services-Computer Programming Services,06 Technology,0,1,"MLGO,VENAF","Nasdaq,OTC",0.0,,,,Non-accelerated filer<br>Emerging growth company,1231.0,E9,Cayman Islands,781-460-3801,,"340 MADISON AVENUE,19TH FLOOR",,NEW YORK,NY,10173,NY,"340 MADISON AVENUE,19TH FLOOR",,NEW YORK,NY,10173,NY,{541511}
1805833,"System1, Inc.",operating,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,1,1,"SST,SST-WT","NYSE,NYSE",923978051.0,,,,Accelerated filer<br>Smaller reporting company<br>Emerging growth company,1231.0,,,310-924-6037,,4235 REDWOOD AVENUE,,MARINA DEL RAY,CA,90066,CA,4235 REDWOOD AVENUE,,MARINA DEL REY,CA,90066,CA,"{518210, 541511}"
1848672,Glidelogic Corp.,operating,7371.0,Services-Computer Programming Services,06 Technology,0,0,GDLG,OTC,981575837.0,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,131.0,NV,NV,(310) 397-2300,,11264 PLAYA COURT,,CULVER CITY,CA,90230,CA,11264 PLAYA COURT,,CULVER CITY,CA,90230,CA,{541511}
1848739,GDEV Inc.,other,7371.0,Services-Computer Programming Services,06 Technology,0,0,"GDEV,GDEVW","Nasdaq,Nasdaq",0.0,,,,Accelerated filer<br>Emerging growth company,1231.0,D8,"Virgin Islands, British",35722580040,,"RITTER HOUSE, WICKHAMS CAY II",PO BOX 31,"ROAD TOWN, TORTOLA",D8,VG1110,"Virgin Islands, British","RITTER HOUSE, WICKHAMS CAY II",PO BOX 31,"ROAD TOWN, TORTOLA",D8,VG1110,"Virgin Islands, British",{541511}
1851961,"GCT Semiconductor Holding, Inc.",operating,3674.0,Semiconductors & Related Devices,04 Manufacturing,0,1,"GCTS,GCTS-WT","NYSE,NYSE",862171699.0,,,,<br>Emerging growth company,1231.0,DE,DE,212-883-4330,,477 MADISON AVENUE,,NEW YORK,NY,10022,NY,477 MADISON AVENUE,,NEW YORK,NY,10022,NY,{334413}
1838162,Slam Corp.,operating,4899.0,"Communications Services, NEC",06 Technology,0,1,"SLAMF,SLMUF,SLMWF","OTC,OTC,OTC",0.0,,,,<br>Emerging growth company,1231.0,E9,Cayman Islands,650-888-8066,,500 FIFTH AVENUE,,NEW YORK,NY,10110,NY,500 FIFTH AVENUE,,NEW YORK,NY,10110,NY,"{517312, 517410, 485310, 812990, 517919}"
1838163,Brand Engagement Network Inc.,operating,7373.0,Services-Computer Integrated Systems Design,06 Technology,0,1,"BNAI,BNAIW","Nasdaq,Nasdaq",0.0,,,,<br>Emerging growth company,1231.0,DE,DE,307-699-9371,,145 E. SNOW KING AVE,PO BOX 1045,JACKSON,WY,83001,WY,145 E. SNOW KING AVE,PO BOX 1045,JACKSON,WY,83001,WY,{541512}
1838162,Slam Corp.,operating,4899.0,"Communications Services, NEC",06 Technology,0,1,"SLAMF,SLMUF,SLMWF","OTC,OTC,OTC",0.0,,,,<br>Emerging growth company,1231.0,E9,Cayman Islands,650-888-8066,,500 FIFTH AVENUE,,NEW YORK,NY,10110,NY,500 FIFTH AVENUE,,NEW YORK,NY,10110,NY,"{517312, 517410, 485310, 812990, 517919}"
1844981,DIGIASIA CORP.,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,"FAAS,FAASW","Nasdaq,Nasdaq",0.0,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,1231.0,E9,Cayman Islands,646-314-3555,,ONE RAFFLES PLACE #28-02,,SINGAPORE,U0,048616,Singapore,ONE RAFFLES PLACE #28-02,,SINGAPORE,U0,048616,Singapore,"{511210, 334614}"
1845942,Bannix Acquisition Corp.,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,"BNIX,BNIXR,BNIXW","Nasdaq,Nasdaq,Nasdaq",0.0,,,,<br>Emerging growth company,1231.0,DE,DE,2017129800,,300 TICE BLVD,,WOODCLIFF LAKE,NJ,07677,NJ,300 TICE BLVD,,WOODCLIFF LAKE,NJ,07677,NJ,"{511210, 334614}"
1845942,Bannix Acquisition Corp.,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,"BNIX,BNIXR,BNIXW","Nasdaq,Nasdaq,Nasdaq",0.0,,,,<br>Emerging growth company,1231.0,DE,DE,2017129800,,300 TICE BLVD,,WOODCLIFF LAKE,NJ,07677,NJ,300 TICE BLVD,,WOODCLIFF LAKE,NJ,07677,NJ,"{511210, 334614}"
1840856,"SOUNDHOUND AI, INC.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,"SOUN,SOUNW","Nasdaq,Nasdaq",0.0,,,,Large accelerated filer,1231.0,DE,DE,650-560-4753,,2093 PHILADELPHIA PIKE #1968,,CLAYMONT,DE,19703,DE,2093 PHILADELPHIA PIKE #1968,,CLAYMONT,DE,19703,DE,"{511210, 334614}"
1849820,"Nauticus Robotics, Inc.",operating,3569.0,"General Industrial Machinery & Equipment, NEC",06 Technology,0,1,"KITT,KITTW","Nasdaq,Nasdaq",0.0,,,,<br>Emerging growth company,1231.0,DE,DE,281-942-9069,,17146 FEATHERCRAFT LANE,SUITE 450,WEBSTER,TX,77598,TX,17146 FEATHERCRAFT LANE,SUITE 450,WEBSTER,TX,77598,TX,"{333999, 333414, 314999}"
1836875,Nuvve Holding Corp.,operating,3612.0,"Power, Distribution & Specialty Transformers",04 Manufacturing,0,1,"NVVE,NVVEW","Nasdaq,Nasdaq",861617000.0,,,,<br>Emerging growth company,1231.0,DE,DE,619-456-5161,,2488 HISTORIC DECATUR ROAD,SUITE 200,SAN DIEGO,CA,92106,CA,2488 HISTORIC DECATUR ROAD,SUITE 200,SAN DIEGO,CA,92106,CA,{335311}
1805077,"Eos Energy Enterprises, Inc.",operating,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies",04 Manufacturing,0,1,"EOSE,EOSEW","Nasdaq,Nasdaq",0.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,DE,DE,(732) 225-8400,,3920 PARK AVENUE,,EDISON,NJ,08820,NJ,3920 PARK AVENUE,,EDISON,NJ,08820,NJ,"{333618, 333318, 333992, 335129, 335999}"
1802450,"MSP Recovery, Inc.",operating,7374.0,Services-Computer Processing & Data Preparation,06 Technology,0,1,"LIFW,LIFWW,LIFWZ","Nasdaq,Nasdaq,Nasdaq",844117825.0,,,,<br>Emerging growth company,1231.0,,,305.614.2222,,3150 SW 38TH AVENUE,SUITE 1100,MIAMI,FL,33146,FL,3150 SW 38TH AVENUE,SUITE 1100,MIAMI,FL,33146,FL,{518210}
1802450,"MSP Recovery, Inc.",operating,7374.0,Services-Computer Processing & Data Preparation,06 Technology,0,1,"LIFW,LIFWW,LIFWZ","Nasdaq,Nasdaq,Nasdaq",844117825.0,,,,<br>Emerging growth company,1231.0,,,305.614.2222,,3150 SW 38TH AVENUE,SUITE 1100,MIAMI,FL,33146,FL,3150 SW 38TH AVENUE,SUITE 1100,MIAMI,FL,33146,FL,{518210}
1800347,"E2open Parent Holdings, Inc.",operating,7374.0,Services-Computer Processing & Data Preparation,06 Technology,0,1,"ETWO,ETWO-WT","NYSE,NYSE",0.0,,,,Large accelerated filer,228.0,DE,DE,8664326736,,14135 MIDWAY ROAD,SUITE G300,ADDISON,TX,75001,TX,14135 MIDWAY ROAD,SUITE G300,ADDISON,TX,75001,TX,{518210}
1815436,Advanced Health Intelligence Ltd,other,7372.0,Services-Prepackaged Software,06 Technology,0,0,MYZQF,OTC,0.0,,,,Non-accelerated filer<br>Emerging growth company,630.0,C3,Australia,61 8 9324 2099,,UNIT 5/71 - 73 THE ESPLANADE,,SOUTH PERTH,C3,6151,Australia,UNIT 5/71 - 73 THE ESPLANADE,,SOUTH PERTH,C3,6151,Australia,"{511210, 334614}"
1823878,"PLAYSTUDIOS, Inc.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,"MYPS,MYPSW","Nasdaq,Nasdaq",981606155.0,,,,<br>Emerging growth company,1231.0,,,725-877-7000,,10150 COVINGTON CROSS DRIVE,,LAS VEGAS,NV,89144,NV,10150 COVINGTON CROSS DRIVE,,LAS VEGAS,NV,89144,NV,"{511210, 334614}"
1774675,Skillsoft Corp.,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,"SKIL,SKILW","NYSE,OTC",834388331.0,,,,Accelerated filer<br>Smaller reporting company<br>Emerging growth company,131.0,DE,DE,(212) 380-7500,,"640 FIFTH AVENUE, 12TH FL",,NEW YORK,NY,10019,NY,"640 FIFTH AVENUE, 12TH FL",,NEW YORK,NY,10019,NY,"{511210, 334614}"
1779474,"WM TECHNOLOGY, INC.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,"MAPS,MAPSW","Nasdaq,Nasdaq",0.0,,,,Accelerated filer<br>Smaller reporting company,1231.0,E9,Cayman Islands,646-699-3750,,41 DISCOVERY,,IRVINE,CA,92618,CA,41 DISCOVERY,,IRVINE,CA,92618,CA,"{511210, 334614}"
1903145,Gorilla Technology Group Inc.,other,7372.0,Services-Prepackaged Software,06 Technology,0,0,"GRRR,GRRRW","Nasdaq,Nasdaq",981685516.0,,,,Non-accelerated filer<br>Emerging growth company,1231.0,,,886-2-2627-7996,,"GRAND PAVILION, HIBISCUS WAY",802 WEST BAY ROAD,GRAND CAYMAN,E9,KY1-1205,Cayman Islands,"GRAND PAVILION, HIBISCUS WAY",802 WEST BAY ROAD,GRAND CAYMAN,E9,KY1-1205,Cayman Islands,"{511210, 334614}"
1907982,D-Wave Quantum Inc.,operating,7374.0,Services-Computer Processing & Data Preparation,06 Technology,0,1,"QBTS,QBTS-WT","NYSE,NYSE",0.0,,,,<br>Emerging growth company,1231.0,DE,DE,(604) 630-1428,,3033 BETA AVENUE,,BURNABY,A1,V5G4M9,"British Columbia, Canada",2650 EAST BAYSHORE ROAD,,PALO ALTO,CA,94303,CA,{518210}
1849635,Trump Media & Technology Group Corp.,operating,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,1,"DJT,DJTWW","Nasdaq,Nasdaq",854293042.0,,,,<br>Emerging growth company,1231.0,DE,DE,(941) 735-7346,,401 N. CATTLEMEN RD.,STE. 200,SARASOTA,FL,34232,FL,401 N. CATTLEMEN RD.,STE. 200,SARASOTA,FL,34232,FL,"{518210, 541511}"
1872964,Maris Tech Ltd.,other,3669.0,"Communications Equipment, NEC",04 Manufacturing,0,0,"MTEK,MTEKW","Nasdaq,Nasdaq",0.0,,,,Non-accelerated filer<br>Emerging growth company,1231.0,L3,Israel,0097236093609,,2 YITZHAK MODAI STREET,,REHOVOT,L3,7608804,Israel,2 YITZHAK MODAI STREET,,REHOVOT,L3,7608804,Israel,{334290}
1820875,CXApp Inc.,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,"CXAI,CXAIW","Nasdaq,Nasdaq",852104918.0,,,,<br>Emerging growth company,1231.0,DE,DE,(650) 999-4009,,"FOUR PALO ALTO SQUARE, SUITE 200",3000 EL CAMINO REAL,PALO ALTO,CA,94306,CA,"FOUR PALO ALTO SQUARE, SUITE 200",3000 EL CAMINO REAL,PALO ALTO,CA,94306,CA,"{511210, 334614}"
1814215,"Nuburu, Inc.",operating,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies",04 Manufacturing,1,1,"BURU,BURUW","NYSE,OTC",0.0,,,,<br>Emerging growth company,1231.0,DE,DE,(720) 767-1400,,7442 S TUSCON WAY,SUITE 130,CENTENNIAL,CO,80112,CO,7442 S TUSCON WAY,SUITE 130,CENTENNIAL,CO,80112,CO,"{333618, 333318, 333992, 335129, 335999}"
1785592,"Leafly Holdings, Inc. /DE",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,"LFLY,LFLYW","Nasdaq,Nasdaq",842266022.0,,,,<br>Emerging growth company,1231.0,WA,WA,206-455-9504,,113 CHERRY STREET,PMB 88154,SEATTLE,WA,98104-2205,WA,113 CHERRY STREET,PMB 88154,SEATTLE,WA,98104-2205,WA,"{511210, 334614}"
1819794,Fusion Fuel Green PLC,other,3620.0,Electrical Industrial Apparatus,04 Manufacturing,0,0,"HTOO,HTOOW","Nasdaq,Nasdaq",0.0,,,,Non-accelerated filer,1231.0,L2,Ireland,351 21 581 8802,,10 EARLSFORT TERRACE,DUBLIN 2,DUBLIN,L2,D02 T380,Ireland,10 EARLSFORT TERRACE,DUBLIN 2,DUBLIN,L2,D02 T380,Ireland,{335999}
1845437,NET Power Inc.,operating,3620.0,Electrical Industrial Apparatus,04 Manufacturing,0,1,"NPWR,NPWR-WT","NYSE,NYSE",981580612.0,,,,<br>Emerging growth company,1231.0,NC,NC,(919) 287-4750,,"320 RONEY STREET, SUITE 200",,DURHAM,NC,27701,NC,"320 RONEY STREET, SUITE 200",,DURHAM,NC,27701,NC,{335999}
1841209,MicroCloud Hologram Inc.,operating,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,1,"HOLO,HOLOW","Nasdaq,Nasdaq",0.0,,,,Non-accelerated filer<br>Emerging growth company,1231.0,E9,Cayman Islands,2125993322,,100 PARK AVENUE,,NEW YORK,NY,10017,NY,100 PARK AVENUE,,NEW YORK,NY,10017,NY,"{518210, 541511}"
1830081,Rumble Inc.,operating,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,1,"RUM,RUMBW","Nasdaq,Nasdaq",851087461.0,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,1231.0,DE,DE,212-938-5000,,110 EAST 59TH STREET,,NEW YORK,NY,10022,NY,110 EAST 59TH STREET,,NEW YORK,NY,10022,NY,"{518210, 541511}"
1816708,"Owlet, Inc.",operating,3829.0,"Measuring & Controlling Devices, NEC",08 Industrial Applications and Services,0,1,"OWLT,OWLTW","NYSE,OTC",0.0,,,,<br>Emerging growth company,1231.0,DE,DE,8443345330,,3300 NORTH ASHTON BOULEVARD,SUITE 300,LEHI,UT,84043,UT,3300 NORTH ASHTON BOULEVARD,SUITE 300,LEHI,UT,84043,UT,"{339112, 334514, 334519}"
1819142,SES AI Corp,operating,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies",04 Manufacturing,0,1,"SES,SES-WT","NYSE,NYSE",0.0,,,,Large accelerated filer,1231.0,,,339-298-8750,,35 CABOT RD.,,WOBURN,MA,01801,MA,35 CABOT RD.,,WOBURN,MA,01801,MA,"{333618, 333318, 333992, 335129, 335999}"
1838987,"Complete Solaria, Inc.",operating,3674.0,Semiconductors & Related Devices,04 Manufacturing,0,1,"CSLR,CSLRW","Nasdaq,Nasdaq",0.0,,,,<br>Emerging growth company,1231.0,E9,Cayman Islands,(212) 618-1798,,C/O MAPLES CORPORATE SERVICES LIMITED,"UGLAND HOUSE, PO BOX 309",GRAND CAYMAN,E9,KY1-1104,Cayman Islands,C/O MAPLES CORPORATE SERVICES LIMITED,"UGLAND HOUSE, PO BOX 309",GRAND CAYMAN,E9,KY1-1104,Cayman Islands,{334413}
1844149,Spectaire Holdings Inc.,operating,3829.0,"Measuring & Controlling Devices, NEC",08 Industrial Applications and Services,0,1,"SPEC,SPECW","OTC,OTC",981578608.0,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,1231.0,,,(952) 456-5300,,"3109 W 50TH ST., #207",,MINNEAPOLIS,MN,55410,MN,"3109 W 50TH ST., #207",,MINNEAPOLIS,MN,55410,MN,"{339112, 334514, 334519}"
1838876,"GeoSolar Technologies, Inc.",operating,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies",04 Manufacturing,0,0,GSLR,OTC,854106353.0,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,1231.0,CO,CO,720-732-8109,,"1400 16TH STREET, SUITE 400",,DENVER,CO,80202,CO,"1400 16TH STREET, SUITE 400",,DENVER,CO,80202,CO,"{333618, 333318, 333992, 335129, 335999}"
1835378,Innovid Corp.,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,"CTV,CTV-WT","NYSE,NYSE",0.0,,,,<br>Emerging growth company,1231.0,DE,DE,2129667555,,"30 IRVING PLACE, 12TH FLOOR",,NEW YORK,NY,10003,NY,"30 IRVING PLACE, 12TH FLOOR",,NEW YORK,NY,10003,NY,"{511210, 334614}"
1824920,"IonQ, Inc.",operating,7373.0,Services-Computer Integrated Systems Design,06 Technology,0,1,"IONQ,IONQ-WT","NYSE,NYSE",852992192.0,,,,Large accelerated filer,1231.0,DE,DE,(301) 298-7997,,4505 CAMPUS DRIVE,,COLLEGE PARK,MD,20740,MD,4505 CAMPUS DRIVE,,COLLEGE PARK,MD,20740,MD,{541512}
1840317,VEEA INC.,operating,7373.0,Services-Computer Integrated Systems Design,06 Technology,0,1,"VEEA,VEEAW","Nasdaq,Nasdaq",463921281.0,,,,<br>Emerging growth company,1231.0,DE,DE,(212) 535-6050,,164 E. 83RD STREET,,NEW YORK,NY,10028,NY,164 E. 83RD STREET,,NEW YORK,NY,10028,NY,{541512}
1840317,VEEA INC.,operating,7373.0,Services-Computer Integrated Systems Design,06 Technology,0,1,"VEEA,VEEAW","Nasdaq,Nasdaq",463921281.0,,,,<br>Emerging growth company,1231.0,DE,DE,(212) 535-6050,,164 E. 83RD STREET,,NEW YORK,NY,10028,NY,164 E. 83RD STREET,,NEW YORK,NY,10028,NY,{541512}
1822145,Presto Automation Inc.,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,"PRST,PRSTW","OTC,OTC",0.0,,,,<br>Emerging growth company,630.0,DE,DE,6464659000,,"1 EAST PUTNAM AVENUE, FLOOR 4",,GREENWICH,CT,06830,CT,"1 EAST PUTNAM AVENUE, FLOOR 4",,GREENWICH,CT,06830,CT,"{511210, 334614}"
1828108,"Aurora Innovation, Inc.",operating,7373.0,Services-Computer Integrated Systems Design,06 Technology,0,1,"AUR,AUROW","Nasdaq,Nasdaq",981562265.0,,,,Large accelerated filer,1231.0,DE,DE,(888) 583-9506,,50 33RD ST,,PITTSBURGH,PA,15201,PA,1654 SMALLMAN ST.,,PITTSBURGH,PA,15222,PA,{541512}
1853630,Hold Me Ltd,other,7372.0,Services-Prepackaged Software,06 Technology,0,0,HMELF,OTC,980629577.0,,,,Non-accelerated filer<br>Emerging growth company,1231.0,L3,Israel,972502222755,,30 GOLOMB ST,,NESS ZIYONA,L3,7401337,Israel,30 GOLOMB ST,,NESS ZIYONA,L3,7401337,Israel,"{511210, 334614}"
1849396,Nexxen International Ltd.,other,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,0,"NEXN,TTTPF","Nasdaq,OTC",0.0,,,,Non-accelerated filer<br>Emerging growth company,1231.0,L3,Israel,972-3-545-3900,,82 YIGAL ALON STREET,13TH FLOOR,TEL AVIV,L3,6789124,Israel,82 YIGAL ALON STREET,13TH FLOOR,TEL AVIV,L3,6789124,Israel,"{518210, 541511}"
1842566,"Airship AI Holdings, Inc.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,"AISP,AISPW","Nasdaq,Nasdaq",934974766.0,,,,<br>Emerging growth company,1231.0,DE,DE,(877) 462-4250,,8210 154TH AVE NE,,REDMOND,WA,98052,WA,8210 154TH AVE NE,,REDMOND,WA,98052,WA,"{511210, 334614}"
1947861,Nature's Miracle Holding Inc.,operating,3523.0,Farm Machinery & Equipment,06 Technology,0,1,"NMHI,NMHIW","Nasdaq,Nasdaq",0.0,,,,<br>Emerging growth company,1231.0,,,888-420-3694,,858 NORTH CENTRAL AVENUE,,UPLAND,CA,91786,CA,858 NORTH CENTRAL AVENUE,,UPLAND,CA,91786,CA,"{332216, 333922, 332323, 333111}"
1868419,Western Acquisition Ventures Corp.,operating,7371.0,Services-Computer Programming Services,06 Technology,0,1,"WAVS,WAVSU,WAVSW","Nasdaq,Nasdaq,Nasdaq",863720717.0,,,,<br>Emerging growth company,1231.0,DE,DE,(310) 740-0710,,"42 BROADWAY, 12TH FLOOR",,NEW YORK,NY,10004,NY,"42 BROADWAY, 12TH FLOOR",,NEW YORK,NY,10004,NY,{541511}
1868419,Western Acquisition Ventures Corp.,operating,7371.0,Services-Computer Programming Services,06 Technology,0,1,"WAVS,WAVSU,WAVSW","Nasdaq,Nasdaq,Nasdaq",863720717.0,,,,<br>Emerging growth company,1231.0,DE,DE,(310) 740-0710,,"42 BROADWAY, 12TH FLOOR",,NEW YORK,NY,10004,NY,"42 BROADWAY, 12TH FLOOR",,NEW YORK,NY,10004,NY,{541511}
1894693,SaverOne 2014 Ltd.,other,7371.0,Services-Computer Programming Services,06 Technology,0,0,"SVRE,SVREW","Nasdaq,Nasdaq",0.0,,,,Non-accelerated filer<br>Emerging growth company,1231.0,L3,Israel,972-3-9094177,,EM HAMOSHAVOT RD.,94,PETAH TIKVAH,L3,49130,Israel,EM HAMOSHAVOT RD.,94,PETAH TIKVAH,L3,49130,Israel,{541511}
1875547,Locafy Ltd,other,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,0,"LCFY,LCFYW","Nasdaq,Nasdaq",0.0,,,,Non-accelerated filer<br>Emerging growth company,,C3,Australia,61 409 999 339,,246A CHURCHILL AVENUE,,SUBIACO WA,C3,6008,Australia,246A CHURCHILL AVENUE,,SUBIACO WA,C3,6008,Australia,"{518210, 541511}"
1875493,CSLM ACQUISITION CORP.,operating,7373.0,Services-Computer Integrated Systems Design,06 Technology,0,1,"CSLM,CSLMR,CSLMU,CSLMW","Nasdaq,Nasdaq,Nasdaq,Nasdaq",0.0,,,,<br>Emerging growth company,1231.0,,,(345) 949-0100,,C/O WALKERS CORPORATE LIMITED,190 ELGIN AVENUE,"GEORGE TOWN, GRAND CAYMAN",E9,KY1-9008,Cayman Islands,C/O WALKERS CORPORATE LIMITED,190 ELGIN AVENUE,"GEORGE TOWN, GRAND CAYMAN",E9,KY1-9008,Cayman Islands,{541512}
1875493,CSLM ACQUISITION CORP.,operating,7373.0,Services-Computer Integrated Systems Design,06 Technology,0,1,"CSLM,CSLMR,CSLMU,CSLMW","Nasdaq,Nasdaq,Nasdaq,Nasdaq",0.0,,,,<br>Emerging growth company,1231.0,,,(345) 949-0100,,C/O WALKERS CORPORATE LIMITED,190 ELGIN AVENUE,"GEORGE TOWN, GRAND CAYMAN",E9,KY1-9008,Cayman Islands,C/O WALKERS CORPORATE LIMITED,190 ELGIN AVENUE,"GEORGE TOWN, GRAND CAYMAN",E9,KY1-9008,Cayman Islands,{541512}
1875493,CSLM ACQUISITION CORP.,operating,7373.0,Services-Computer Integrated Systems Design,06 Technology,0,1,"CSLM,CSLMR,CSLMU,CSLMW","Nasdaq,Nasdaq,Nasdaq,Nasdaq",0.0,,,,<br>Emerging growth company,1231.0,,,(345) 949-0100,,C/O WALKERS CORPORATE LIMITED,190 ELGIN AVENUE,"GEORGE TOWN, GRAND CAYMAN",E9,KY1-9008,Cayman Islands,C/O WALKERS CORPORATE LIMITED,190 ELGIN AVENUE,"GEORGE TOWN, GRAND CAYMAN",E9,KY1-9008,Cayman Islands,{541512}
1905660,Hub Cyber Security Ltd.,other,3576.0,Computer Communications Equipment,06 Technology,0,0,"HUBC,HUBCW,HUBCZ","Nasdaq,Nasdaq,Nasdaq",0.0,,,,Non-accelerated filer<br>Emerging growth company,1231.0,L3,Israel,972 3 791 3200,,2 KAPLAN ST.,,TEL AVIV,L3,6473403,Israel,2 KAPLAN ST.,,TEL AVIV,L3,6473403,Israel,"{334112, 333316, 334118, 333318, 334111}"
1905660,Hub Cyber Security Ltd.,other,3576.0,Computer Communications Equipment,06 Technology,0,0,"HUBC,HUBCW,HUBCZ","Nasdaq,Nasdaq,Nasdaq",0.0,,,,Non-accelerated filer<br>Emerging growth company,1231.0,L3,Israel,972 3 791 3200,,2 KAPLAN ST.,,TEL AVIV,L3,6473403,Israel,2 KAPLAN ST.,,TEL AVIV,L3,6473403,Israel,"{334112, 333316, 334118, 333318, 334111}"
1967478,Captivision Inc.,other,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies",04 Manufacturing,0,0,"CAPT,CAPTW","Nasdaq,Nasdaq",0.0,,,,Non-accelerated filer<br>Emerging growth company,1231.0,M5,"Korea, Republic of",82 70 5106 2804,,298-42 CHUNG-BUK CHUNGANG-RO CHUNG-BUK,PYEONG-TAEK,GYOUNGGI,M5,00000,"Korea, Republic of",298-42 CHUNG-BUK CHUNGANG-RO CHUNG-BUK,PYEONG-TAEK,GYOUNGGI,M5,00000,"Korea, Republic of","{333618, 333318, 333992, 335129, 335999}"
1844862,"Solid Power, Inc.",operating,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies",04 Manufacturing,0,1,"SLDP,SLDPW","Nasdaq,Nasdaq",861888095.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,DE,DE,(303) 219-0720,,"486 S. PIERCE AVE., SUITE E",,LOUISVILLE,CO,80027,CO,"486 S. PIERCE AVE., SUITE E",,LOUISVILLE,CO,80027,CO,"{333618, 333318, 333992, 335129, 335999}"
1847986,Dragonfly Energy Holdings Corp.,operating,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies",04 Manufacturing,0,1,"DFLI,DFLIW","Nasdaq,Nasdaq",851873463.0,,,,<br>Emerging growth company,1231.0,NV,NV,(775) 622-3448,,1190 TRADEMARK DRIVE #108,,RENO,NV,89521,NV,1190 TRADEMARK DRIVE #108,,RENO,NV,89521,NV,"{333618, 333318, 333992, 335129, 335999}"
1854587,Cellebrite DI Ltd.,other,7372.0,Services-Prepackaged Software,06 Technology,0,0,CLBT,Nasdaq,0.0,,,,Accelerated filer<br>Emerging growth company,1231.0,,,972 (73) 394-8000,,94 SHLOMO SHMELZER ROAD,,PETAH TIKVA,L3,4970602,Israel,94 SHLOMO SHMELZER ROAD,,PETAH TIKVA,L3,4970602,Israel,"{511210, 334614}"
